kepid,kepoi_name,koi_disposition,koi_period,koi_depth
10978763,K01931.02,CONFIRMED,10.55840479,194.2
10978763,K01931.03,CONFIRMED,6.98800953,193.2
5202905,K01932.01,CONFIRMED,22.8245144,322.7
9072190,K01933.01,CONFIRMED,49.1011093,845.6
5384079,K02011.01,CONFIRMED,7.05675145,130.0
9839821,K02012.01,CONFIRMED,34.8536903,767.7
4056616,K02013.01,CONFIRMED,2.41434868,191.0
8492026,K02016.01,CONFIRMED,4.30656389,257.0
11017901,K01800.01,CONFIRMED,7.794302043,3387.4
5088591,K01801.01,CONFIRMED,14.5324483,1355.9
11298298,K01802.01,CONFIRMED,5.248667607,601.2
10187159,K01870.01,CONFIRMED,7.96431492,746.0
9758089,K01871.01,CONFIRMED,92.7297248,1257.5
10619192,K00203.01,CONFIRMED,1.485710994,20823.9
4939346,K01873.01,CONFIRMED,71.3116598,2138.0
10190777,K01937.01,CONFIRMED,1.411230023,388.2
9651234,K01938.01,CONFIRMED,96.9151707,862.8
7045496,K01939.01,CONFIRMED,13.47472742,729.6
8750043,K02017.01,CONFIRMED,2.29503515,172.1
9973109,K02018.01,CONFIRMED,27.495634,483.3
6226290,K02019.01,CONFIRMED,14.08826442,889.4
9595827,K00217.01,CONFIRMED,3.905081685,21340.5
9349482,K02020.01,CONFIRMED,110.9643706,1283.2
4644952,K01805.01,CONFIRMED,6.94135824,825.0
2987027,K00197.01,CONFIRMED,17.276296682,10458.0
4644952,K01805.02,CONFIRMED,31.7821117,570.2
4644952,K01805.03,CONFIRMED,4.36273233,341.6
8978528,K01874.01,CONFIRMED,18.6848377,1251.5
8978528,K01874.02,CONFIRMED,7.41634701,505.5
9967771,K01875.01,CONFIRMED,9.91724268,457.9
11622600,K01876.01,CONFIRMED,82.5341188,1895.4
10454632,K01877.01,CONFIRMED,20.16037858,343.6
10005788,K01940.01,CONFIRMED,10.99470891,884.7
2832589,K01942.01,CONFIRMED,10.84969477,1122.1
2438513,K01944.01,CONFIRMED,12.18420006,499.3
6356207,K02021.01,CONFIRMED,3.76417012,558.4
8564674,K02022.01,CONFIRMED,5.92972237,412.1
8564674,K02022.02,CONFIRMED,12.2476121,402.7
8578780,K02023.01,CONFIRMED,13.59051547,621.9
4544907,K02024.01,CONFIRMED,46.8776724,539.8
7761918,K01808.01,CONFIRMED,89.1935737,868.3
8240797,K01809.01,CONFIRMED,13.09390911,398.7
8240797,K01809.02,CONFIRMED,4.915385452,225.5
9455325,K01813.01,CONFIRMED,9.76785911,585.4
3098810,K01878.01,CONFIRMED,40.80957343,436.1
8367644,K01879.01,CONFIRMED,22.08551599,3157.4
10332883,K01880.01,CONFIRMED,1.151166776,578.4
9305831,K00204.01,CONFIRMED,3.246732048,6998.2
11656918,K01945.01,CONFIRMED,62.1385979,886.3
4636578,K02025.01,CONFIRMED,17.84850835,391.2
4636578,K02025.02,CONFIRMED,26.1363443,362.2
4636578,K02025.03,CONFIRMED,11.1895709,143.3
11923284,K02026.01,CONFIRMED,2.757977384,211.0
5621125,K01814.01,CONFIRMED,14.80075082,501.4
9872283,K01815.01,CONFIRMED,3.126861192,794.6
7870032,K01818.01,CONFIRMED,16.87725775,818.4
9597058,K01819.01,CONFIRMED,12.05705659,523.9
4035640,K01881.01,CONFIRMED,28.26727385,1160.2
6205228,K01882.01,CONFIRMED,3.770590654,314.4
11758544,K01883.01,CONFIRMED,2.7073064,69.5
3118797,K01950.01,CONFIRMED,66.4159789,2053.2
7747425,K01952.01,CONFIRMED,8.0103929,294.1
7747425,K01952.02,CONFIRMED,27.6666375,324.0
7747425,K01952.03,CONFIRMED,5.19559398,116.0
7102316,K02028.01,CONFIRMED,57.2488518,1455.6
7102316,K02028.02,CONFIRMED,37.0551726,1028.8
9489524,K02029.01,CONFIRMED,16.33269981,300.4
9489524,K02029.02,CONFIRMED,10.05550267,147.7
5940165,K02031.01,CONFIRMED,9.30413878,637.3
8277797,K01820.01,CONFIRMED,4.33722007,358.5
8277797,K01820.02,CONFIRMED,1.653889476,124.4
5124667,K01822.01,CONFIRMED,150.8783198,659.9
2989404,K01824.01,CONFIRMED,3.553831111,191.8
2989404,K01824.02,CONFIRMED,1.6783263,146.3
11413812,K01885.01,CONFIRMED,5.65378163,366.8
9549648,K01886.01,CONFIRMED,5.99185827,186.3
10063802,K01888.01,CONFIRMED,120.0183551,886.0
11074178,K01889.01,CONFIRMED,14.30517579,863.4
11074178,K01889.02,CONFIRMED,9.18189122,363.6
5942808,K02250.01,CONFIRMED,2.935362067,1052.6
6206214,K02252.01,CONFIRMED,13.53953595,134.2
8959839,K02253.01,CONFIRMED,22.7082375,298.8
7672097,K02255.01,CONFIRMED,7.97033985,490.8
5599774,K02337.01,CONFIRMED,8.49640437,834.0
8099138,K02338.01,CONFIRMED,66.1843646,560.5
7033233,K02339.01,CONFIRMED,2.032318856,287.5
6383785,K00239.02,CONFIRMED,3.62275506,180.6
9411412,K02101.01,CONFIRMED,2.892216772,360.5
7008211,K02102.01,CONFIRMED,187.746606,1583.0
7620413,K02103.01,CONFIRMED,2.543063763,152.0
4545187,K00223.01,CONFIRMED,3.177414601,1134.3
10854546,K02104.01,CONFIRMED,2.168451063,466.9
11774991,K02173.01,CONFIRMED,37.8154157,286.4
11774991,K02173.02,CONFIRMED,53.5783052,224.9
8261920,K02174.02,CONFIRMED,33.1362861,825.2
8261920,K02174.03,CONFIRMED,7.72513619,382.2
9112931,K02256.01,CONFIRMED,10.71253475,1198.6
9071593,K02257.01,CONFIRMED,32.5635249,578.3
8126558,K02259.01,CONFIRMED,12.19140405,665.8
11811193,K02260.01,CONFIRMED,6.11784972,60.5
3734418,K02261.01,CONFIRMED,3.97599629,206.0
8681734,K02340.01,CONFIRMED,7.68478504,274.1
10212441,K02342.01,CONFIRMED,15.0447098,97.9
8247771,K02344.01,CONFIRMED,1.118547814,234.8
8165946,K02105.01,CONFIRMED,6.42199919,161.6
12017109,K02106.01,CONFIRMED,9.75374033,430.8
9225395,K02107.01,CONFIRMED,81.3153052,715.5
10709622,K02108.01,CONFIRMED,51.3283527,692.3
11499228,K02109.01,CONFIRMED,19.7919389,383.7
9022166,K02175.01,CONFIRMED,26.8475962,254.1
10965588,K02177.01,CONFIRMED,62.8917493,791.0
10670119,K02179.01,CONFIRMED,14.87149773,944.9
10670119,K02179.02,CONFIRMED,2.732767897,613.1
8491277,K00234.01,CONFIRMED,9.61375316,797.9
8613535,K02263.01,CONFIRMED,29.9685917,309.5
12256520,K02264.01,CONFIRMED,33.2407985,341.9
5629538,K02345.01,CONFIRMED,15.18727049,292.5
8561231,K02346.01,CONFIRMED,28.6853212,689.1
8235924,K02347.01,CONFIRMED,0.588001053,297.4
6941084,K02348.01,CONFIRMED,85.7357202,747.7
6200235,K02350.01,CONFIRMED,1.078389713,300.5
11460462,K02110.01,CONFIRMED,5.03728033,76.3
8612275,K02111.01,CONFIRMED,3.289726319,234.9
8612275,K02111.02,CONFIRMED,7.18644594,402.0
7207061,K02113.01,CONFIRMED,15.94248453,1093.7
4545187,K00223.02,CONFIRMED,41.0081117,1004.5
7286911,K02180.01,CONFIRMED,11.55562042,441.5
8591173,K02181.01,CONFIRMED,12.2885046,342.1
6962109,K02182.01,CONFIRMED,17.13263125,850.2
5706595,K02183.01,CONFIRMED,19.0231361,401.6
5706595,K02183.02,CONFIRMED,4.57948235,207.1
10489345,K02266.01,CONFIRMED,1.003931703,491.1
10329469,K02271.01,CONFIRMED,55.8224775,879.6
9717943,K02273.01,CONFIRMED,6.11010439,59.7
8026752,K00240.01,CONFIRMED,4.286866229,1321.9
1872821,K02351.01,CONFIRMED,10.27380957,352.8
8013439,K02352.01,CONFIRMED,13.39155154,48.9
8013439,K02352.02,CONFIRMED,5.62904396,39.5
8013439,K02352.03,CONFIRMED,8.2562857,37.3
7207061,K02113.02,CONFIRMED,12.33087921,872.2
6921944,K02114.01,CONFIRMED,4.421566535,684.0
9532052,K02115.01,CONFIRMED,15.72585941,1313.1
8164012,K02116.01,CONFIRMED,1.252753881,200.0
4140813,K02117.01,CONFIRMED,13.36019864,699.9
8611781,K02185.01,CONFIRMED,76.957056,367.1
5601258,K02191.01,CONFIRMED,8.84784273,460.2
7960980,K02274.01,CONFIRMED,9.98970266,988.4
8107225,K00235.01,CONFIRMED,5.63252508,634.4
3458028,K02276.01,CONFIRMED,1.442592305,166.0
3342794,K02278.01,CONFIRMED,14.17222858,246.8
3342794,K02278.02,CONFIRMED,4.92031063,81.0
5716932,K02358.01,CONFIRMED,56.4931698,411.9
11288051,K00241.01,CONFIRMED,13.82142084,765.2
11566256,K02361.01,CONFIRMED,5.78387049,413.3
8495415,K02362.02,CONFIRMED,11.08507658,771.8
4055304,K02119.01,CONFIRMED,0.571038347,242.1
4857213,K02120.01,CONFIRMED,8.77425786,239.6
9415108,K02121.01,CONFIRMED,4.51005082,294.8
4262581,K02122.01,CONFIRMED,37.6468519,427.4
8591693,K02123.01,CONFIRMED,29.4557841,533.8
4833421,K00232.01,CONFIRMED,12.466004437,2232.1
8282651,K02193.01,CONFIRMED,2.361724472,587.0
3548044,K02194.01,CONFIRMED,34.7630543,293.7
11401767,K02195.01,CONFIRMED,20.0545282,305.4
10909127,K02200.01,CONFIRMED,3.17059731,325.4
3661886,K02279.01,CONFIRMED,27.0142622,287.6
3661886,K02279.02,CONFIRMED,12.50945798,155.3
2439243,K02280.01,CONFIRMED,26.0203329,1164.4
9221517,K02281.01,CONFIRMED,0.769854899,109.6
6751874,K02282.01,CONFIRMED,6.89226333,214.4
10863608,K02368.01,CONFIRMED,8.07127043,318.2
5602588,K02369.01,CONFIRMED,11.01819178,545.7
11288051,K00241.02,CONFIRMED,30.9505927,301.4
9405595,K02125.01,CONFIRMED,23.3593589,570.1
3546060,K02126.01,CONFIRMED,9.69310837,1130.7
4144576,K02202.01,CONFIRMED,0.813166357,173.5
8494542,K02204.01,CONFIRMED,10.86062378,189.6
9992325,K02205.01,CONFIRMED,24.08632177,1041.7
9945370,K02285.01,CONFIRMED,37.9456138,1032.9
8973129,K02286.01,CONFIRMED,24.1738244,532.6
12505654,K02353.01,CONFIRMED,5.186737262,712.7
11670125,K02355.01,CONFIRMED,1.217000383,459.8
11461844,K02356.01,CONFIRMED,13.6823798,179.6
9351920,K02129.01,CONFIRMED,8.79618433,286.3
2161536,K02130.01,CONFIRMED,16.85592593,871.5
10549023,K02131.01,CONFIRMED,14.36270451,349.4
9661979,K02132.01,CONFIRMED,69.8956789,548.4
8219268,K02133.01,CONFIRMED,6.24667547,396.8
10531955,K02208.01,CONFIRMED,2.344512589,58.9
4833421,K00232.02,CONFIRMED,5.766165573,364.8
8168187,K02209.01,CONFIRMED,18.3027235,186.7
4142847,K02210.01,CONFIRMED,2.888904439,402.2
10203349,K02212.01,CONFIRMED,17.14648756,440.3
9718066,K02287.01,CONFIRMED,16.09227518,128.5
3867615,K02289.01,CONFIRMED,62.7843981,325.0
12121570,K02290.01,CONFIRMED,91.500873,704.8
8410415,K02291.01,CONFIRMED,44.2993483,797.9
7987866,K02363.01,CONFIRMED,3.13877646,174.1
11560897,K02365.01,CONFIRMED,35.9682692,269.7
11342416,K02366.01,CONFIRMED,25.3690868,110.1
9086251,K02367.01,CONFIRMED,6.89213244,82.0
4254466,K02134.01,CONFIRMED,42.3006282,507.9
9904006,K02135.01,CONFIRMED,55.1866213,375.5
9364609,K02137.01,CONFIRMED,14.97436238,265.4
7457296,K02213.01,CONFIRMED,3.97076603,349.2
10328458,K02214.01,CONFIRMED,2.352273912,318.6
4248120,K02216.01,CONFIRMED,23.34036251,615.1
8321314,K02293.01,CONFIRMED,15.03366411,374.9
11498128,K02296.01,CONFIRMED,106.247882,397.4
8041216,K00237.01,CONFIRMED,8.508333104,646.5
11824786,K02371.01,CONFIRMED,12.94123564,328.8
12254909,K02372.01,CONFIRMED,5.349791,88.8
9364290,K02374.01,CONFIRMED,5.26211833,194.5
9364290,K02374.02,CONFIRMED,12.1628195,306.3
5022828,K02138.01,CONFIRMED,23.5541012,95.2
8233702,K02140.01,CONFIRMED,41.6977582,684.8
11403339,K02143.01,CONFIRMED,4.79029482,142.0
8260902,K02144.01,CONFIRMED,38.6715843,599.3
8381204,K02145.01,CONFIRMED,8.32651854,267.9
12058204,K02218.01,CONFIRMED,5.53533152,260.6
12058204,K02218.02,CONFIRMED,16.7261969,194.9
4833421,K00232.03,CONFIRMED,21.58752788,336.8
5357545,K02219.01,CONFIRMED,3.757294695,273.3
6871071,K02220.01,CONFIRMED,3.2828024,142.5
5342473,K02297.01,CONFIRMED,4.64495172,147.4
9963265,K02299.01,CONFIRMED,16.48686712,987.9
10583761,K02300.01,CONFIRMED,2.685054445,252.7
7542813,K02302.01,CONFIRMED,16.8600805,273.4
12058147,K02072.01,CONFIRMED,1.54320541,91.2
8164257,K02073.01,CONFIRMED,49.5004725,965.2
8164257,K02073.02,CONFIRMED,6.47539108,530.6
8164257,K02073.03,CONFIRMED,16.85825609,759.6
6774537,K02146.01,CONFIRMED,2.949029106,358.3
10404582,K02147.01,CONFIRMED,37.8658964,395.2
5959753,K00226.01,CONFIRMED,8.30865307,836.1
6021193,K02148.01,CONFIRMED,11.93205399,178.5
6021193,K02148.02,CONFIRMED,7.54235832,132.5
6871071,K02220.02,CONFIRMED,5.02818253,181.3
6871071,K02220.03,CONFIRMED,1.897828815,132.4
6287313,K02221.01,CONFIRMED,10.62788695,326.7
9278725,K02223.01,CONFIRMED,1.104462494,469.1
4458082,K02303.01,CONFIRMED,4.89336495,138.3
8042453,K02304.01,CONFIRMED,11.17392077,324.8
10874215,K02305.01,CONFIRMED,31.0325991,737.4
3937519,K00221.02,CONFIRMED,5.89661966,144.0
8866137,K02074.01,CONFIRMED,33.4178173,1166.8
10857519,K02075.01,CONFIRMED,2.053341891,65.5
9517393,K02076.01,CONFIRMED,56.7769831,884.3
9351316,K02078.01,CONFIRMED,18.78429232,1009.5
6021193,K02148.03,CONFIRMED,3.61460279,64.8
10617017,K02149.01,CONFIRMED,13.15140223,97.8
3229150,K02150.01,CONFIRMED,18.5084526,758.9
9641481,K02152.01,CONFIRMED,42.1918331,488.7
8892157,K02224.01,CONFIRMED,3.73090026,191.2
11569782,K02225.01,CONFIRMED,2.787874175,197.4
4833421,K00232.04,CONFIRMED,37.9962369,403.7
7219825,K00238.01,CONFIRMED,17.23232894,509.8
3749978,K02308.01,CONFIRMED,28.5057217,755.8
10010440,K02309.01,CONFIRMED,53.5991459,523.1
11718144,K02310.01,CONFIRMED,16.4581861,435.8
9473078,K02079.01,CONFIRMED,0.693842661,49.3
10864531,K02080.01,CONFIRMED,83.4887405,955.4
10864531,K02080.02,CONFIRMED,34.0607677,818.9
9472000,K02082.01,CONFIRMED,31.5888979,360.6
10253547,K02153.01,CONFIRMED,59.9809868,282.4
10253547,K02153.02,CONFIRMED,25.7457957,140.3
12505076,K02154.01,CONFIRMED,11.92979348,709.3
12116380,K02155.01,CONFIRMED,4.3394569,337.4
2556650,K02156.01,CONFIRMED,2.852348262,1402.9
10600955,K02227.01,CONFIRMED,65.6480892,588.7
4473226,K02229.01,CONFIRMED,14.83340944,783.0
2854181,K02232.01,CONFIRMED,101.1323475,1502.9
10132832,K02313.01,CONFIRMED,16.07673148,488.0
3219995,K02314.01,CONFIRMED,18.87058705,588.0
6062929,K02315.01,CONFIRMED,22.1334224,654.6
7504778,K02316.01,CONFIRMED,17.1369408,362.1
7219825,K00238.02,CONFIRMED,26.6951944,132.6
7097965,K02083.01,CONFIRMED,7.72085047,267.0
4249725,K00222.01,CONFIRMED,6.312508525,1286.0
3967326,K02084.01,CONFIRMED,4.19577385,874.2
6768394,K02086.01,CONFIRMED,7.1329472,145.0
6768394,K02086.02,CONFIRMED,8.91901228,180.6
5211199,K02158.01,CONFIRMED,4.5620407,81.6
5546761,K02160.01,CONFIRMED,17.6700291,348.4
9205938,K02162.01,CONFIRMED,108.593113,338.2
10723367,K02236.01,CONFIRMED,19.9865916,648.0
10723367,K02236.02,CONFIRMED,12.12580644,327.5
5005121,K02237.01,CONFIRMED,76.421501,578.4
4833421,K00232.05,CONFIRMED,56.2590881,348.8
8229458,K02238.01,CONFIRMED,1.646801683,284.2
10684670,K02317.01,CONFIRMED,3.78861833,143.4
11495458,K02318.01,CONFIRMED,10.45839865,306.8
9003401,K02319.01,CONFIRMED,21.1033014,192.5
5978559,K02321.01,CONFIRMED,95.6114617,487.4
6768394,K02086.03,CONFIRMED,11.8984948,130.9
6922710,K02087.01,CONFIRMED,23.1274171,157.3
11348997,K02090.01,CONFIRMED,5.132486123,908.4
5705819,K02091.01,CONFIRMED,8.77997349,755.7
6696580,K02092.01,CONFIRMED,57.6896212,1626.6
11358389,K02163.01,CONFIRMED,10.66489514,292.6
7204981,K02164.01,CONFIRMED,5.1233204,286.2
3847907,K00229.01,CONFIRMED,3.573202801,2975.0
4370527,K02166.01,CONFIRMED,61.6174528,1350.7
6041734,K02167.01,CONFIRMED,24.3398202,777.3
5125347,K02241.01,CONFIRMED,7.16520428,433.8
9336200,K02242.01,CONFIRMED,1.755843555,386.0
4770617,K02243.01,CONFIRMED,5.18560081,252.6
4454934,K02245.01,CONFIRMED,33.4698571,370.7
9458343,K02246.01,CONFIRMED,11.89520436,184.3
7120108,K02325.01,CONFIRMED,1.025857984,270.7
10730703,K02327.01,CONFIRMED,5.60013327,329.2
8007644,K02328.01,CONFIRMED,25.2034128,697.1
11192235,K02329.01,CONFIRMED,1.615357809,499.6
6383785,K00239.01,CONFIRMED,5.640676975,1453.3
6696580,K02092.02,CONFIRMED,25.5638626,1124.9
4249725,K00222.02,CONFIRMED,12.7945474,816.7
8505920,K02094.01,CONFIRMED,42.4269647,632.4
7918992,K02095.01,CONFIRMED,1.434745129,200.7
11308499,K02168.01,CONFIRMED,3.28192056,191.0
11308499,K02168.02,CONFIRMED,12.51610549,263.0
9006186,K02169.01,CONFIRMED,5.45298742,86.0
9006186,K02169.02,CONFIRMED,3.26662733,59.9
7802719,K02247.01,CONFIRMED,4.45743267,175.7
11030475,K02248.01,CONFIRMED,2.81814715,278.6
12401863,K02331.01,CONFIRMED,2.832647249,114.7
5534941,K02332.01,CONFIRMED,3.70063251,68.6
11121752,K02333.01,CONFIRMED,3.93083997,101.4
11121752,K02333.02,CONFIRMED,7.63008196,124.0
2990873,K02335.01,CONFIRMED,16.22378479,262.3
9307509,K02096.01,CONFIRMED,9.76293284,553.2
10158729,K02097.01,CONFIRMED,58.601926,396.4
6105462,K02098.01,CONFIRMED,25.0823402,244.6
3120355,K02099.01,CONFIRMED,78.0998908,656.9
6047072,K02100.01,CONFIRMED,4.27103727,180.4
9006186,K02169.03,CONFIRMED,4.27226421,48.9
11410904,K02171.01,CONFIRMED,3.53232429,224.2
4173026,K02172.01,CONFIRMED,10.44087398,821.5
5350244,K02555.01,CONFIRMED,12.5722897,86.5
5374403,K02556.01,CONFIRMED,40.8366307,264.8
11752906,K00253.02,CONFIRMED,20.6180348,769.5
1995519,K02634.01,CONFIRMED,19.9401211,758.9
4914566,K02635.01,CONFIRMED,22.2420032,63.5
6198182,K02636.01,CONFIRMED,3.88148385,36.3
10024051,K02409.01,CONFIRMED,0.577369336,400.4
4349452,K00244.01,CONFIRMED,12.720370263,1180.1
8073806,K02411.01,CONFIRMED,11.96407399,784.2
3234598,K02413.01,CONFIRMED,12.90467523,412.4
10453588,K02484.01,CONFIRMED,68.8861017,143.9
11125613,K02485.01,CONFIRMED,9.99115241,391.7
7212184,K02487.01,CONFIRMED,36.292017,374.7
9757613,K00250.02,CONFIRMED,17.25121397,2054.8
6605493,K02559.01,CONFIRMED,9.30991834,114.5
7259298,K02561.01,CONFIRMED,3.23941775,77.4
6211812,K02638.01,CONFIRMED,2.524017517,303.0
3234598,K02413.02,CONFIRMED,31.2012202,360.1
8611832,K02414.01,CONFIRMED,22.5968256,142.9
8611832,K02414.02,CONFIRMED,45.3486381,162.9
5621586,K02415.01,CONFIRMED,5.25419589,461.8
9210387,K02416.01,CONFIRMED,5.90608902,340.7
11852982,K00247.01,CONFIRMED,13.81504449,1032.6
8559152,K02488.01,CONFIRMED,12.4128518,108.1
2718778,K02489.01,CONFIRMED,3.92453009,463.5
3122913,K02490.01,CONFIRMED,11.60653061,771.7
9229657,K02491.01,CONFIRMED,2.66831274,266.2
5175024,K02563.01,CONFIRMED,23.4772553,141.4
9026749,K02564.01,CONFIRMED,66.5576728,214.2
5794240,K00254.01,CONFIRMED,2.455240626,36911.9
6933567,K02643.01,CONFIRMED,9.08233411,296.9
9654468,K02417.01,CONFIRMED,47.7052566,1161.5
4349452,K00244.02,CONFIRMED,6.238535444,401.6
10027247,K02418.01,CONFIRMED,86.829519,751.0
6343170,K02419.01,CONFIRMED,9.95667035,586.8
7107802,K02420.01,CONFIRMED,10.41728722,210.4
11752632,K02492.01,CONFIRMED,0.984941669,81.4
10028535,K02493.01,CONFIRMED,0.663085361,322.7
7047207,K02494.01,CONFIRMED,19.1187425,217.5
9757613,K00250.03,CONFIRMED,3.543919702,507.0
11962284,K02647.01,CONFIRMED,8.83929462,316.2
6842682,K02649.01,CONFIRMED,7.56126152,180.6
8890150,K02650.01,CONFIRMED,34.9897847,498.5
8890150,K02650.02,CONFIRMED,7.05429483,359.3
11360805,K02422.01,CONFIRMED,26.7838935,365.3
9845898,K02423.01,CONFIRMED,45.126216,373.1
12453581,K02424.01,CONFIRMED,11.94019101,631.7
11179076,K02497.01,CONFIRMED,48.4313003,886.4
5364071,K00248.01,CONFIRMED,7.203855862,1765.9
5959719,K02498.01,CONFIRMED,6.73808701,92.9
7021681,K00255.01,CONFIRMED,27.52194772,2312.8
4346178,K02652.01,CONFIRMED,16.1289679,389.0
9664142,K02654.01,CONFIRMED,13.5631157,336.4
10018233,K02655.01,CONFIRMED,16.2959916,369.6
8081899,K02426.01,CONFIRMED,4.16056658,75.8
8478994,K00245.01,CONFIRMED,39.79220077,610.4
8631504,K02503.01,CONFIRMED,14.8200596,184.9
8110767,K02504.01,CONFIRMED,20.49041,661.8
6767840,K02506.01,CONFIRMED,8.679037,301.6
8379705,K02507.01,CONFIRMED,11.1296971,371.0
9896018,K02579.01,CONFIRMED,2.7296036,145.6
11037511,K02580.01,CONFIRMED,3.11604194,345.2
9757613,K00250.04,CONFIRMED,46.82767725,1537.7
11818872,K02581.01,CONFIRMED,12.7372371,100.8
11771430,K02582.01,CONFIRMED,40.0306267,214.5
5513012,K02668.01,CONFIRMED,0.679336747,240.7
11253827,K02672.01,CONFIRMED,88.5122014,2518.7
7047363,K02432.01,CONFIRMED,31.0572947,636.6
11968463,K02433.01,CONFIRMED,15.1622287,479.8
11968463,K02433.02,CONFIRMED,10.04378351,437.9
9880190,K02509.01,CONFIRMED,4.5513988,188.7
5364071,K00248.02,CONFIRMED,10.91274065,1387.2
10387742,K02583.01,CONFIRMED,3.03267135,42.4
7673841,K02585.01,CONFIRMED,5.34182466,70.5
9827149,K02586.01,CONFIRMED,2.131945045,269.4
5546691,K02587.01,CONFIRMED,12.9462567,168.7
12156347,K02588.01,CONFIRMED,5.77957133,396.6
8547429,K02658.01,CONFIRMED,11.6601667,181.0
9893318,K02660.01,CONFIRMED,18.0161227,499.5
8570333,K02436.01,CONFIRMED,84.5733346,891.6
8478994,K00245.02,CONFIRMED,21.30181863,87.3
5036705,K02437.01,CONFIRMED,4.14789051,137.6
9653622,K02513.01,CONFIRMED,19.0054098,542.4
8947520,K02517.01,CONFIRMED,0.968527683,114.6
10468885,K02589.01,CONFIRMED,0.664074145,212.6
3861595,K00004.01,CONFIRMED,3.849371737,1298.6
10489206,K00251.01,CONFIRMED,4.164384505,2338.0
3426367,K02662.01,CONFIRMED,2.10433534,242.1
5562090,K02664.01,CONFIRMED,28.8431751,756.7
6867555,K02439.01,CONFIRMED,5.19103699,290.1
5339567,K02440.01,CONFIRMED,4.86638504,143.8
11080405,K02442.01,CONFIRMED,25.1933989,481.2
10059645,K02520.01,CONFIRMED,6.49441464,357.3
5364071,K00248.03,CONFIRMED,2.576571021,852.8
7183745,K02521.01,CONFIRMED,28.4750006,763.8
8212002,K02593.01,CONFIRMED,14.7966306,56.1
8004903,K02594.01,CONFIRMED,11.25401871,433.4
8883329,K02595.01,CONFIRMED,9.18244299,87.6
8883329,K02595.02,CONFIRMED,14.6134781,72.8
11253827,K02672.02,CONFIRMED,42.9923284,1120.1
5514383,K00257.01,CONFIRMED,6.88341278,487.4
8022489,K02674.01,CONFIRMED,197.5111484,2575.6
8022489,K02674.02,CONFIRMED,11.1726723,76.8
8022489,K02674.03,CONFIRMED,2.53573284,68.0
9209624,K02443.01,CONFIRMED,6.79164656,102.6
9209624,K02443.02,CONFIRMED,11.8376933,92.9
3354846,K02444.01,CONFIRMED,18.5525162,771.5
8478994,K00245.03,CONFIRMED,13.3669309,12.2
7183745,K02521.02,CONFIRMED,4.86634094,366.7
9177629,K02522.01,CONFIRMED,5.60402307,224.9
7778767,K02523.01,CONFIRMED,13.0313583,573.3
7515762,K02524.01,CONFIRMED,40.9905002,297.3
5942949,K02525.01,CONFIRMED,57.2932309,773.6
12120307,K02597.01,CONFIRMED,8.00504749,187.5
12120307,K02597.02,CONFIRMED,12.13070414,211.2
12120307,K02597.03,CONFIRMED,5.61357653,162.3
11701407,K02376.01,CONFIRMED,18.8262877,795.8
11288051,K00241.03,CONFIRMED,3.41045981,136.2
10813132,K02378.01,CONFIRMED,4.76702759,163.4
5857540,K02448.01,CONFIRMED,13.62801048,912.8
7289317,K02450.01,CONFIRMED,16.83203175,326.0
7879433,K02527.01,CONFIRMED,1.385787741,85.4
9205907,K02528.01,CONFIRMED,12.02295362,778.6
8463346,K02529.01,CONFIRMED,16.79716262,1023.8
5364071,K00248.04,CONFIRMED,18.59611518,813.8
10489206,K00251.02,CONFIRMED,5.77440326,245.3
10068659,K02602.01,CONFIRMED,11.47685263,240.6
9395024,K02383.01,CONFIRMED,4.37033233,177.8
8478994,K00245.04,CONFIRMED,51.20690303,
9753154,K02457.01,CONFIRMED,3.70429015,55.7
9011825,K02530.01,CONFIRMED,37.3331165,187.8
5174858,K02532.01,CONFIRMED,7.9709719,488.4
11074835,K02533.01,CONFIRMED,6.03355539,89.5
1996180,K02534.01,CONFIRMED,3.02558494,128.3
6269070,K02608.01,CONFIRMED,2.7612237,66.8
12254378,K02387.01,CONFIRMED,2.032319072,315.5
7604328,K02458.01,CONFIRMED,4.35407371,277.1
11236244,K02460.01,CONFIRMED,11.32269749,311.0
9837685,K02461.01,CONFIRMED,13.71218522,786.7
5042210,K02462.01,CONFIRMED,12.14684625,70.7
12454461,K02463.01,CONFIRMED,7.46718958,75.7
9635606,K02535.01,CONFIRMED,48.8882668,462.8
3728701,K02536.01,CONFIRMED,51.1319346,382.3
1849702,K02538.01,CONFIRMED,39.8312536,388.8
9390653,K00249.01,CONFIRMED,9.549277089,1826.9
11187837,K00252.01,CONFIRMED,17.60461401,2292.1
8025596,K02615.01,CONFIRMED,4.69505576,240.0
8494617,K02389.01,CONFIRMED,22.9221181,140.3
10289119,K02390.01,CONFIRMED,16.10474503,124.1
7382313,K02392.01,CONFIRMED,7.42697378,205.2
8544992,K02466.01,CONFIRMED,3.17323012,204.5
8544992,K02466.02,CONFIRMED,13.2970695,219.7
11295426,K00246.01,CONFIRMED,5.398752862,346.5
12306058,K02541.01,CONFIRMED,7.41683033,72.6
6183511,K02542.01,CONFIRMED,0.727331746,357.4
12469800,K02543.01,CONFIRMED,1.302017467,290.5
4915638,K02617.01,CONFIRMED,8.63050092,325.8
8081905,K02619.01,CONFIRMED,3.27645723,323.0
11465950,K02620.01,CONFIRMED,16.0573291,575.0
4665571,K02393.01,CONFIRMED,4.60300256,302.5
